chrom,geneA,geneB,gidA,gidB,tssA,tssB,dist,bclassA,bclassB,gtypeA,gtypeB,pairclass,dist_tier,bdp_id,in_caco2_505
chr9,FKBP15,SLC31A1,ENSG00000119321.9,ENSG00000136868.11,113221318,113221544,226,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FKBP15_SLC31A1,True
chr9,NDUFA8,MORN5,ENSG00000119421.7,ENSG00000185681.13,122159779,122159908,129,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NDUFA8_MORN5,False
chr9,RPL35,ARPC5L,ENSG00000136942.15,ENSG00000136950.13,124861981,124862130,149,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RPL35_ARPC5L,True
chr9,RPL12,LRSAM1,ENSG00000197958.13,ENSG00000148356.13,127451406,127451486,80,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RPL12_LRSAM1,True
chr9,NIBAN2,STXBP1,ENSG00000136830.12,ENSG00000136854.21,127578989,127579370,381,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NIBAN2_STXBP1,False
chr9,TRUB2,COQ4,ENSG00000167112.10,ENSG00000167113.11,128322447,128322544,97,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TRUB2_COQ4,True
chr9,AL441992.2,LRRC8A,ENSG00000286112.1,ENSG00000136802.11,128881931,128882112,181,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AL441992.2_LRRC8A,False
chr9,DOLK,NUP188,ENSG00000175283.7,ENSG00000095319.14,128947619,128947699,80,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DOLK_NUP188,True
chr9,MED22,RPL7A,ENSG00000148297.16,ENSG00000148303.17,133348131,133348218,87,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MED22_RPL7A,True
chr9,SURF4,STKLD1,ENSG00000148248.14,ENSG00000198870.8,133376166,133376366,200,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SURF4_STKLD1,False
chr9,ENTR1,PMPCA,ENSG00000165689.17,ENSG00000165688.12,136410614,136410641,27,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ENTR1_PMPCA,True
chr9,FBXW5,C8G,ENSG00000159069.14,ENSG00000176919.13,136944738,136945185,447,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FBXW5_C8G,False
chr9,ANAPC2,SSNA1,ENSG00000176248.9,ENSG00000176101.12,137188560,137188660,100,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ANAPC2_SSNA1,True
chr9,TMEM203,NDOR1,ENSG00000187713.7,ENSG00000188566.13,137205648,137205685,37,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TMEM203_NDOR1,True
chr9,EXD3,NOXA1,ENSG00000187609.16,ENSG00000188747.8,137423211,137423350,139,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EXD3_NOXA1,False
chrX,GPR143,SHROOM2,ENSG00000101850.13,ENSG00000146950.13,9786297,9786429,132,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GPR143_SHROOM2,False
chrX,TRAPPC2,OFD1,ENSG00000196459.14,ENSG00000046651.15,13734635,13734745,110,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TRAPPC2_OFD1,True
chrX,FANCB,MOSPD2,ENSG00000181544.15,ENSG00000130150.12,14873069,14873421,352,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FANCB_MOSPD2,True
chrX,ZNF182,SPACA5,ENSG00000147118.11,ENSG00000171489.10,48003978,48004336,358,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZNF182_SPACA5,False
chrX,HMGN5,SH3BGRL,ENSG00000198157.11,ENSG00000131171.13,81201913,81202102,189,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HMGN5_SH3BGRL,True
chrX,SATL1,ZNF711,ENSG00000184788.13,ENSG00000147180.16,85243961,85244032,71,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SATL1_ZNF711,False
chrX,NAP1L3,FAM133A,ENSG00000186310.10,ENSG00000179083.6,93673578,93674013,435,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NAP1L3_FAM133A,False
chrX,BTK,RPL36A,ENSG00000010671.15,ENSG00000241343.9,101390796,101390824,28,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,BTK_RPL36A,False
chrX,GLA,HNRNPH2,ENSG00000102393.10,ENSG00000126945.9,101408012,101408222,210,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GLA_HNRNPH2,True
chrX,NUP62CL,PIH1D3,ENSG00000198088.10,ENSG00000080572.12,107206433,107206632,199,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NUP62CL_PIH1D3,False
chrX,PSMD10,ATG4A,ENSG00000101843.19,ENSG00000101844.18,108091549,108091668,119,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PSMD10_ATG4A,True
chrX,COL4A6,COL4A5,ENSG00000197565.15,ENSG00000188153.13,108439497,108439844,347,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,COL4A6_COL4A5,True
chrX,RNF113A,NDUFA1,ENSG00000125352.6,ENSG00000125356.7,119871733,119871832,99,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RNF113A_NDUFA1,True
chrX,ZNF75D,ZNF449,ENSG00000186376.15,ENSG00000173275.13,135344109,135344796,687,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZNF75D_ZNF449,True
chrX,CT45A10,SAGE1,ENSG00000269586.7,ENSG00000181433.9,135889086,135889205,119,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CT45A10_SAGE1,False
chrX,CSAG2,MAGEA2B,ENSG00000268902.3,ENSG00000183305.13,152714549,152714586,37,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CSAG2_MAGEA2B,False
chrX,CSAG1,MAGEA12,ENSG00000198930.13,ENSG00000213401.10,152733735,152733757,22,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CSAG1_MAGEA12,False
chrX,MAGEA2,CSAG3,ENSG00000268606.5,ENSG00000268916.6,152753884,152753921,37,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MAGEA2_CSAG3,False
chrX,CETN2,NSDHL,ENSG00000147400.9,ENSG00000147383.11,152830757,152830967,210,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CETN2_NSDHL,True
chrX,BCAP31,ABCD1,ENSG00000185825.17,ENSG00000101986.12,153724565,153724856,291,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,BCAP31_ABCD1,True
chrX,HCFC1,TMEM187,ENSG00000172534.14,ENSG00000177854.8,153971818,153972754,936,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HCFC1_TMEM187,False
chrX,CMC4,BRCC3,ENSG00000182712.16,ENSG00000185515.14,155071136,155071420,284,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CMC4_BRCC3,False
